Country Name,Country Code,Year,women_parliament,arms_imports,tax_gdp,military_population,mil_spending,Region,IncomeGroup
Dominican Republic,DOM,1991,NA,NA,7.59081769799995,0.838323018633525,NA,Latin America & Caribbean,Upper middle income
Algeria,DZA,1991,NA,1035000000,NA,1.87677595510394,4.35629929474607,Middle East & North Africa,Upper middle income
Ecuador,ECU,1991,NA,139000000,NA,1.26059404424019,NA,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1991,NA,884000000,14.7377777777778,2.73137001114323,NA,Middle East & North Africa,Lower middle income
Eritrea,ERI,1991,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Spain,ESP,1991,NA,112000000,NA,1.56258872931428,4.75309180947416,Europe & Central Asia,High income
Estonia,EST,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Ethiopia,ETH,1991,NA,80000000,7.45060832431908,0.579047094044921,22.5840379459682,Sub-Saharan Africa,Low income
Finland,FIN,1991,NA,65000000,24.4393998067577,1.23961147477352,3.08882698854844,Europe & Central Asia,High income
Fiji,FJI,1991,NA,NA,21.871694417238,1.82700458943553,NA,East Asia & Pacific,Upper middle income
France,FRA,1991,NA,944000000,18.9182261505155,2.09091595775486,6.562444166517779,Europe & Central Asia,High income
Faroe Islands,FRO,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Gabon,GAB,1991,NA,NA,NA,3.8801348734882,NA,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1991,NA,936000000,24.8471370411411,1.04118624943716,9.50801476214769,Europe & Central Asia,High income
Georgia,GEO,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Ghana,GHA,1991,NA,1000000,13.1595956217207,0.141067577482542,3.31086956521739,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guinea,GIN,1991,NA,1000000,10.745532410646,0.637891250598555,10.500592963244,Sub-Saharan Africa,Low income
"Gambia, The",GMB,1991,NA,NA,8.7463324721029,0.628656027711158,NA,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1991,NA,6000000,NA,3.08276452046313,NA,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1991,NA,NA,NA,0.687157709565922,NA,Sub-Saharan Africa,Upper middle income
Greece,GRC,1991,NA,484000000,NA,4.91388241295117,8.62375121676316,Europe & Central Asia,High income
Grenada,GRD,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Greenland,GRL,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guatemala,GTM,1991,NA,0,7.32568643787739,1.34488600840022,NA,Latin America & Caribbean,Upper middle income
Guam,GUM,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Guyana,GUY,1991,NA,NA,NA,1.4046127482653,NA,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Honduras,HND,1991,NA,NA,NA,0.927703519052302,5.4380664652568,Latin America & Caribbean,Lower middle income
Croatia,HRV,1991,NA,1000000,NA,NA,NA,Europe & Central Asia,High income
Haiti,HTI,1991,NA,NA,NA,0.292046479197164,NA,Latin America & Caribbean,Low income
Hungary,HUN,1991,NA,22000000,25.549530210924,1.92720994493496,NA,Europe & Central Asia,High income
Indonesia,IDN,1991,NA,11000000,17.1896969094773,0.365825882986565,NA,East Asia & Pacific,Lower middle income
Isle of Man,IMN,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
India,IND,1991,NA,1878000000,10.1709224201253,0.390739021232657,10.857533996279201,South Asia,Lower middle income
Ireland,IRL,1991,NA,11000000,25.5985694483999,0.890093939144962,2.75157671485182,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1991,NA,1022000000,6.16189081192739,3.21983206048409,12.4876185458377,Middle East & North Africa,Upper middle income
Iraq,IRQ,1991,NA,NA,NA,11.5306319126138,NA,Middle East & North Africa,Upper middle income
Iceland,ISL,1991,NA,NA,22.8226153710262,NA,0,Europe & Central Asia,High income
Israel,ISR,1991,NA,1209000000,20.1147643661998,9.38431949360236,NA,Middle East & North Africa,High income
Italy,ITA,1991,NA,206000000,24.8085232877655,1.96339077337506,3.1784659297221496,Europe & Central Asia,High income
Jamaica,JAM,1991,NA,NA,23.08287653172,0.272339560226078,2.96819787985866,Latin America & Caribbean,Upper middle income
Jordan,JOR,1991,NA,24000000,17.9499661933739,11.7262025513872,22.080838323353298,Middle East & North Africa,Upper middle income
Japan,JPN,1991,NA,2953000000,13.13318921543,0.384507119241594,3.06741765790194,East Asia & Pacific,High income
Kazakhstan,KAZ,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Kenya,KEN,1991,NA,14000000,NA,0.219901745701003,7.62387533757925,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Lower middle income
Cambodia,KHM,1991,NA,NA,NA,2.71501658705446,NA,East Asia & Pacific,Lower middle income
Kiribati,KIR,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1991,NA,NA,14.5854434083956,NA,NA,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1991,NA,905000000,12.7249482160709,3.80751808152262,NA,East Asia & Pacific,High income
Kuwait,KWT,1991,NA,516000000,0.255607395220378,1.1251580847109,57.478097622027505,Middle East & North Africa,High income
Lao PDR,LAO,1991,NA,NA,NA,2.68014628541839,NA,East Asia & Pacific,Lower middle income
Lebanon,LBN,1991,NA,NA,NA,4.40582008833669,14.6807454786061,Middle East & North Africa,Upper middle income
Liberia,LBR,1991,NA,NA,NA,0.793662131681246,NA,Sub-Saharan Africa,Low income
Libya,LBY,1991,NA,NA,NA,7.00241338991718,NA,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Sri Lanka,LKA,1991,NA,166000000,18.3047979696249,1.52839741556334,9.534016233415581,South Asia,Upper middle income
Lesotho,LSO,1991,NA,4000000,27.756576351192,0.278551532033426,9.33333333333333,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Luxembourg,LUX,1991,NA,NA,20.8723033808889,0.60389026106176,NA,Europe & Central Asia,High income
Latvia,LVA,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Macao SAR, China",MAC,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
St. Martin (French part),MAF,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Morocco,MAR,1991,NA,62000000,18.4154193783175,2.52296937192812,15.803698435277399,Middle East & North Africa,Lower middle income
Monaco,MCO,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Moldova,MDA,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Lower middle income
Madagascar,MDG,1991,NA,NA,6.9021876479643,0.373340567843892,7.908867988949931,Sub-Saharan Africa,Low income
Maldives,MDV,1991,NA,NA,14.6140952989065,NA,NA,South Asia,Upper middle income
Mexico,MEX,1991,NA,39000000,11.5944926057709,0.568790313013435,2.15790038259377,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1991,NA,6000000,NA,NA,NA,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Mali,MLI,1991,NA,NA,NA,0.405354167290288,NA,Sub-Saharan Africa,Low income
Malta,MLT,1991,NA,NA,43.0508343726736,1.43844532828919,NA,Middle East & North Africa,High income
Myanmar,MMR,1991,NA,232000000,5.61020629285277,1.46654934271925,NA,East Asia & Pacific,Lower middle income
Montenegro,MNE,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Mongolia,MNG,1991,NA,NA,NA,4.06681114778529,8.224506807446511,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Mozambique,MOZ,1991,NA,NA,NA,1.07127364877783,10.751565762004201,Sub-Saharan Africa,Low income
Mauritania,MRT,1991,NA,18000000,NA,2.89877807978119,NA,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1991,NA,NA,20.293441563829,0.219055171235427,1.7025906735751302,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1991,NA,NA,NA,0.195538017967988,NA,Sub-Saharan Africa,Low income
Malaysia,MYS,1991,NA,34000000,NA,1.75694697520303,10.7233219229052,East Asia & Pacific,Upper middle income
Namibia,NAM,1991,NA,NA,26.9954797092993,1.72893348576764,15.4343629343629,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Niger,NER,1991,NA,7000000,NA,0.148054753016542,NA,Sub-Saharan Africa,Low income
Nigeria,NGA,1991,NA,3000000,NA,0.312908580795476,NA,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1991,NA,1000000,18.2393673743543,1.42208064619345,NA,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1991,NA,324000000,24.4911168205682,1.48131393685671,4.423100443907249,Europe & Central Asia,High income
Norway,NOR,1991,NA,322000000,21.5761049099656,1.91997092883042,5.44718938011481,Europe & Central Asia,High income
Nepal,NPL,1991,NA,NA,6.62030193617176,0.364495284941065,NA,South Asia,Low income
Nauru,NRU,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,1991,NA,42000000,NA,0.646041118755278,4.29860849943588,East Asia & Pacific,High income
Oman,OMN,1991,NA,NA,NA,4.79368952099471,25.7732371794872,Middle East & North Africa,High income
Pakistan,PAK,1991,NA,495000000,NA,1.77443646331887,NA,South Asia,Lower middle income
Panama,PAN,1991,NA,NA,NA,1.2504311382362,6.992882562277581,Latin America & Caribbean,High income
Peru,PER,1991,NA,107000000,11.0279442716709,1.51902354696444,NA,Latin America & Caribbean,Upper middle income
Philippines,PHL,1991,NA,34000000,14.6052398576615,0.455615007873198,9.774280873274,East Asia & Pacific,Lower middle income
Palau,PLW,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,1991,NA,10000000,17.7335256268028,0.20094777015795,4.20302013422819,East Asia & Pacific,Lower middle income
Poland,POL,1991,NA,162000000,NA,1.71915364882189,NA,Europe & Central Asia,High income
Puerto Rico,PRI,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,1991,NA,198000000,NA,9.58833598104578,NA,East Asia & Pacific,Low income
Portugal,PRT,1991,NA,1018000000,18.2911381222779,1.75933665643387,5.1238530568346,Europe & Central Asia,High income
Paraguay,PRY,1991,NA,3000000,NA,0.910327609838138,25.138564460699598,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1991,NA,NA,NA,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,1991,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,1991,NA,17000000,NA,3.88294680362879,27.9046477788239,Middle East & North Africa,High income
Romania,ROU,1991,NA,63000000,22.5218930078497,1.66278999450452,12.3764705882353,Europe & Central Asia,Upper middle income
Russian Federation,RUS,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Rwanda,RWA,1991,NA,2000000,9.26006396078645,0.924301266754886,NA,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1991,NA,1041000000,NA,3.69832223965748,35.4435866022514,Middle East & North Africa,High income
Sudan,SDN,1991,NA,81000000,NA,1.13261689216198,11.7283950617284,Sub-Saharan Africa,Lower middle income
Senegal,SEN,1991,NA,NA,NA,0.831203374685701,NA,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1991,NA,375000000,15.1815315980586,3.572421923443,23.7236931432451,East Asia & Pacific,High income
Solomon Islands,SLB,1991,NA,6000000,NA,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1991,NA,NA,NA,0.318238638244137,NA,Sub-Saharan Africa,Low income
El Salvador,SLV,1991,NA,21000000,NA,3.04618782286418,15.621871755877201,Latin America & Caribbean,Lower middle income
San Marino,SMR,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Somalia,SOM,1991,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Serbia,SRB,1991,NA,NA,NA,5.05230782844635,NA,Europe & Central Asia,Upper middle income
South Sudan,SSD,1991,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1991,NA,NA,NA,2.85551113649343,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1991,NA,NA,NA,2.97137084193793,NA,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1991,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Slovenia,SVN,1991,NA,2000000,NA,NA,NA,Europe & Central Asia,High income
Sweden,SWE,1991,NA,49000000,19.8295046375287,1.33299282066994,3.7581183429587703,Europe & Central Asia,High income
Eswatini,SWZ,1991,NA,NA,NA,1.40211813312644,6.3233190271816895,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,1991,NA,NA,NA,NA,8.48837209302326,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1991,NA,321000000,NA,11.0389879196134,30.426759587103504,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,1991,NA,NA,NA,2.147289455048,NA,Sub-Saharan Africa,Low income
Togo,TGO,1991,NA,9000000,NA,0.47220344885594,11.4825323638943,Sub-Saharan Africa,Low income
Thailand,THA,1991,NA,572000000,17.4135039767451,0.930685350443649,NA,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Low income
Turkmenistan,TKM,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Tonga,TON,1991,NA,6000000,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1991,NA,NA,NA,0.421949830165193,NA,Latin America & Caribbean,High income
Tunisia,TUN,1991,NA,20000000,20.3844107475392,1.342335418172,6.326852338413031,Middle East & North Africa,Lower middle income
Turkey,TUR,1991,NA,1254000000,12.4951735146288,4.01169879227409,NA,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,1991,NA,NA,NA,0.323904919978075,12.684853642479798,Sub-Saharan Africa,Low income
Uganda,UGA,1991,NA,NA,NA,0.925724780788372,NA,Sub-Saharan Africa,Low income
Ukraine,UKR,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Lower middle income
Uruguay,URY,1991,NA,70000000,16.7932403160897,1.78713889071574,NA,Latin America & Caribbean,High income
United States,USA,1991,NA,520000000,10.3203424286825,1.64693061153501,NA,North America,High income
Uzbekistan,UZB,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1991,NA,NA,19.5773501540608,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1991,NA,316000000,NA,0.913053995511777,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1991,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,1991,NA,NA,NA,3.07848846098162,NA,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,1991,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,1991,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1991,NA,113000000,NA,4.77453481181002,28.336392840752602,Middle East & North Africa,Low income
South Africa,ZAF,1991,NA,27000000,22.9037677687037,0.642252404873989,NA,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1991,NA,NA,17.4938311988778,0.461647880964094,NA,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1991,NA,42000000,NA,0.94704582733713,NA,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Afghanistan,AFG,1992,NA,NA,NA,0.94352104020469,NA,South Asia,Low income
Angola,AGO,1992,NA,NA,NA,2.48066534545397,NA,Sub-Saharan Africa,Lower middle income
Albania,ALB,1992,NA,NA,NA,4.52291587515639,NA,Europe & Central Asia,Upper middle income
Andorra,AND,1992,NA,NA,NA,NA,NA,Europe & Central Asia,High income
United Arab Emirates,ARE,1992,NA,201000000,NA,5.1704898522086,NA,Middle East & North Africa,High income
Argentina,ARG,1992,NA,27000000,5.54792213441138,0.461336849145973,NA,Latin America & Caribbean,Upper middle income
Armenia,ARM,1992,NA,NA,NA,1.40592301306173,NA,Europe & Central Asia,Upper middle income
American Samoa,ASM,1992,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Australia,AUS,1992,NA,365000000,20.6810434617934,0.789183176842952,6.36201933521616,East Asia & Pacific,High income
Austria,AUT,1992,NA,5000000,18.9204805390378,1.19033416196823,2.23902106697411,Europe & Central Asia,High income
Azerbaijan,AZE,1992,NA,NA,NA,1.42754321804096,NA,Europe & Central Asia,Upper middle income
Burundi,BDI,1992,NA,NA,15.1227839627811,0.503119924052112,11.853051930992201,Sub-Saharan Africa,Low income
Belgium,BEL,1992,NA,49000000,NA,1.93791223563443,3.2359358414907398,Europe & Central Asia,High income
Benin,BEN,1992,NA,NA,NA,0.33384045287842,NA,Sub-Saharan Africa,Low income
Burkina Faso,BFA,1992,NA,NA,NA,0.222570146072787,13.8429068339425,Sub-Saharan Africa,Low income
Bangladesh,BGD,1992,NA,113000000,NA,0.297700593998935,11.5816318191492,South Asia,Lower middle income
Bulgaria,BGR,1992,NA,41000000,16.9033864541833,2.49448818897638,NA,Europe & Central Asia,Upper middle income
Bahrain,BHR,1992,NA,42000000,5.39072995969548,3.04508023786427,16.746411483253603,Middle East & North Africa,High income
"Bahamas, The",BHS,1992,NA,NA,15.4326149887424,NA,NA,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1992,NA,NA,NA,3.57978993792644,NA,Europe & Central Asia,Upper middle income
Belarus,BLR,1992,NA,NA,20.5434782608696,2.1760821688627,NA,Europe & Central Asia,Upper middle income
Belize,BLZ,1992,NA,NA,19.9355857170947,1.54292414984879,NA,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1992,NA,NA,NA,NA,NA,North America,High income
Bolivia,BOL,1992,NA,25000000,8.89978861639267,1.07242702971896,9.92439287641662,Latin America & Caribbean,Lower middle income
Brazil,BRA,1992,NA,90000000,9.73379539867745,0.464174698796881,NA,Latin America & Caribbean,Upper middle income
Barbados,BRB,1992,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1992,NA,NA,NA,3.39290712764965,13.350700097688001,East Asia & Pacific,High income
Bhutan,BTN,1992,NA,NA,5.04877265136773,2.48141420758519,NA,South Asia,Lower middle income
Botswana,BWA,1992,NA,2000000,27.8455400724745,1.50547023362747,9.98411326774794,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1992,NA,1000000,NA,0.329383747711812,7.03356904633652,Sub-Saharan Africa,Low income
Canada,CAN,1992,NA,410000000,14.3571609133277,0.557275937355117,3.45698501440769,North America,High income
Switzerland,CHE,1992,NA,388000000,8.01418701920018,0.79772909686001,4.773859040305839,Europe & Central Asia,High income
Channel Islands,CHI,1992,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Chile,CHL,1992,NA,173000000,15.7428897446275,1.71057514742555,12.0629733891604,Latin America & Caribbean,High income
China,CHN,1992,NA,1225000000,NA,0.478358304333164,17.1101275024606,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1992,NA,0,NA,0.316695623203148,NA,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1992,NA,3000000,9.75370088625251,0.217145009980528,NA,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1992,NA,2000000,NA,0.309373607818765,NA,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1992,NA,NA,NA,1.06334901773134,11.6865953872217,Sub-Saharan Africa,Lower middle income
Colombia,COL,1992,NA,36000000,NA,0.929055143566758,9.74865475552657,Latin America & Caribbean,Upper middle income
